Indonesia,Batak
"Selain itu, cukup banyak yang tidak yakin bahwa beberapa pengaduan sudah ditindaklanjuti secara memadai","Angkupni Ido, Ris Godang Na Ndada Pos Ima Pigapiga Alualu Naung ditindaklanjuti Sasara memadai"
"Di Kabupaten Tapanuli Utara, pemkab merencanakan untuk memberi tunjangan kesejahteraan guru sebesar Rp50.000 per orang per bulan","I Kabupaten Tapanuli Utara, pemkab Mangamal Di Mangalean Tumpak Pangabakan Guru Sabalga Rp50.000 per Jolma per Bulan"
Masalah penyaluran dana yang paling banyak disoroti adalah keterlambatan penerimaan dana di rekening sekolah,Hasuharan penyaluran Hepeng Na Timbil Godang disoroti Adongma keterlambatan Panjaloon Hepeng I rekening Sikkola
BKM hanya diterima satu semester saja karena diberikan secara bergiliran;,BKM Holan Dijangkon Sada Satongataon Ondeng Alani Dilehon Sasara Marodoran
Sehingga menimbulkan kesalahpahaman antara sekolah dan komite sekolah atau orangtua murid,Rodina Mangalaluhon kesalahpahaman Holangholang Sikkola Dohot komite Sikkola Manang orangtua Sisean
Pernyataan ini konsisten dengan penilaian tingkat manfaat bagi siswa miskin dalam FGD seperti disebutkan sebelumnya,Pernyataan On Argahata Dohot Pamuntenan Tingkat Hambol Sagi Anaksikkola Pogos Bagas FGD Tudos Digorahon Andorangsona
Hasil kajian ini juga memperlihatkan posisi strategis sekolah sebagai ujung tombak pelaksanaan program,Omo kajian On Musem Paullophon posisi strategis Sikkola Ansiatni Punsu Pantom pelaksanaan Ruhutruhut
Mereka juga merasa terbantu dengan tidak adanya pungutan uang masuk sekolah dan berkurangnya pembelian buku pelajaran pokok,Nasida Musem Manginona Tarangkupan Dohot Ndada Adongdo pungutan Hepeng Masuk Sikkola Dohot Moruna Panuhoran Buku Parsiajaran Bona
dan bila anak yang bersekolah lebih dari satu maka biasanya hanya satu anak yang mendapat BKM dengan alasan pemerataan,Dohot Nandigan Anak Na Marsikkola Lobi Sian Sada Asa Somalna Holan Sada Anak Na Taruli BKM Dohot Sidalian Marbagidos
Saran-saran untuk penyempurnaan teknis dalam berbagai tahapan pelaksanaan program akan disajikan di sub-bab berikutnya,Poda Di Parimpashon teknis Bagas Marmansam tahapan pelaksanaan Ruhutruhut Naeng Diparade I Turpuk Ihuttusi
Kalau dikaitkan dengan mandat UU No 20 Tahun 2003 Pasal 5 dan Pasal 11,Anggo Diarbishon Dohot Huaso UU No Duapulu Taon 2003 Bindu Lima Dohot Bindu Sampulusada
"Perumusan ini tentunya didasari oleh pilihan politis mengenai tujuan program, yaitu apakah untuk","Perumusan On tentunya didasari Angkup Todoan politis Mangonai Sipareakan Ruhutruhut, Ima Manang Di"
"Dalam uraian berikut ini akan disampaikan pembahasan dan saran mengenai konsep program, khususnya berkaitan dengan","Bagas uraian Basa On Naeng Pinasahat Panguhalan Dohot Poda Mangonai Rangrangan Ruhutruhut, khususnya Hombar Dohot"
Untuk mengatasi permasalahan ini dibutuhkan keberanian untuk menegaskan posisi di antara kedua pilihan tersebut,Di Mangatasi Sinamago On Dianturehon Hagarangon Di Patandaphon posisi I Holangholang Paduahon Todoan tersebut
Secara langsung ketentuan ini akan berdampak pada adanya diskriminasi atau perbedaan mutu pelayanan antarsekolah,Sasara Mamintor Hatontuan On Naeng Manghorhon Di Adongdo Mardingkan Manang Parasingan Tingkos Pangurupion antarsekolah
Padahal dana yang diberikan melalui Program BOS tidak akan mencukupi untuk memberikan pelayanan pendidikan yang bermutu,Alai Hepeng Na Dilehon Marhitehite Ruhutruhut Tokke Ndada Naeng mencukupi Di Mangalehon Pangurupion Parsiajaran Na Natingkos
REKOMENDASI UNTUK TIAP TAHAPAN PELAKSANAAN,REKOMENDASI Di TIAP TAHAPAN PELAKSANAAN
Dalam kaitan ini urusan madrasah menjadi dilematis,Bagas Haithait On Ardoan madrasah Jala dilematis
"Ada beberapa alternatif cara penargetan, di antaranya dengan penargetan wilayah dan penargetan individu","Isi Pigapiga alternatif Sara penargetan, I Holangna Dohot penargetan Luat Dohot penargetan individu"
"Sebaiknya penentuan tidak dilakukan hanya oleh sekolah, tetapi oleh petugas tersendiri yang bersifat independen","Nian Panontuan Ndada Dipadalan Holan Angkup Sikkola, Alai Angkup Parhobas Tarpinjil Na Marbangko independen"
"Program bantuan ini dalam praktiknya dikelola oleh unit-unit kerja pada instansi pendidikan, termasuk sekolah/madrasah","Ruhutruhut Tumpak On Bagas praktiknya Diradoti Angkup Rambar unit Karejo Di instansi Parsiajaran, Padohot Sikkola/madrasah"
"Langkah dan kehendak ke arah ini didukung oleh beberapa alasan, baik praktis maupun legal","Langka Dohot kehendak Tu Odong On Diolophon Angkup Pigapiga Sidalian, Denggan praktis Olope Timgkosuhum"
Sosialisasi untuk pelaksana program sebaiknya diberikan dalam bentuk pelatihan,Sosialisasi Di pelaksana Ruhutruhut Nian Dilehon Bagas Rumang pelatihan
DAK dialokasikan kepada Daerah tertentu untuk mendanai kegiatan khusus yang merupakan urusan Daerah,DAK dialokasikan Tu Huta Hoding Di mendanai kegiatan Sudung Na merupakan Ardoan Daerah
"sekolah, media elektronik dan cetak, serta penyebaran brosur dan poster","Sikkola, media elektronik Dohot Rongkom, Angkup penyebaran brosur Dohot poster"
"Sosialisasi ke masyarakat juga perlu dilakukan melalui berbagai jalur, antara lain melalui","Sosialisasi Tu Masarakat Musem Porlu Dipadalan Marhitehite Marmansam Barur, Holangholang Asing Marhitehite"
"Oleh karenanya, perlu adanya sosialisasi bagi bank/lembaga keuangan tempat rekening sekolah dibuka","Angkup Alana, Porlu Adongdo sosialisasi Sagi bank/Dalihan Parhepengon Inganan rekening Sikkola Dibuha"
Kesepakatan tiap daerah ini harus dilaporkan dan mendapat persetujuan satker provinsi,Dosniroha tiap Huta On Ingkon Dialuhon Dohot Taruli Tolopan satker provinsi
ix ) Dana sebaiknya sudah masuk ke rekening sekolah pada awal semester agar sekolah bisa memanfaatkannya sesuai RAPBS,ix ) Hepeng Nian Naung Masuk Tu rekening Sikkola Di Mula Satongataon Asa Sikkola Boi memanfaatkannya Une RAPBS
"Di samping itu, perlu dipertegas bahwa pencairan dan penggunaan dana tidak dibatasi hanya untuk satu semester saja","I Lambung Ido, Porlu dipertegas Ima pencairan Dohot penggunaan Hepeng Ndada Dituhoi Holan Di Sada Satongataon Ondeng"
"Di samping itu, perlu adanya aturan umum proses penentuan siswa miskin","I Lambung Ido, Porlu Adongdo Ruhut Boa Parkaro Panontuan Anaksikkola Pogos"
Unit monev independen ini juga melaksanakan fungsi penanganan pengaduan,Rambar monev independen On Musem Mangulahon Guna penanganan Alualu
Dinas pendidikan dan aparatnya di tingkat kecamatan harus melakukan pembinaan agar sekolah mampu menyusun RAPBS dengan baik,Dinas Parsiajaran Dohot aparatnya I Tingkat kecamatan Ingkon Padalanhon Panogunoguon Asa Sikkola Ambul Mangatak RAPBS Dohot Denggan
Aduan juga harus didokumentasikan dan diupayakan untuk ditindaklanjuti,Aduan Musem Ingkon didokumentasikan Dohot Sipaadong Di ditindaklanjuti
Hasil kegiatan tersebut harus memberikan umpan balik yang jelas kepada lembaga pelaksana,Omo kegiatan tersebut Ingkon Mangalehon Ompan Hosing Na Patiar Tu Dalihan pelaksana
"Selain itu, proses penanganan pengaduan yang ideal dan optimal memerlukan unsur","Angkupni Ido, Parkaro penanganan Alualu Na Halehetanna Dohot optimal Mamorluhon unsur"
Ukuran Objektif Kesejahteraan Keluarga untuk Penargetan Kemiskinan,Dasing Objektif Pangabakan Tondong Di Penargetan Hapogoson
Biaya dari masing-masing upaya sensus masyarakat miskin ini bukannya tidak berarti,Ongkos Sian masing-masing Angkal sensus Masarakat miskin On Ndangna Ndada Marlapatan
"Pertama, sistem ini melibatkan masyarakat lokal, sehingga hasil yang didapat memanfaatkan pengetahuan lokal","Parjolo, sistem On melibatkan Masarakat lokal, Rodina Omo Na Didapot Mamparhaseanghon Parbinotoan lokal"
"Kedua, indikator kemiskinan yang dihasilkan peka terhadap kondisi kemiskinan lokal, akurat, dan tidak mudah dimodifikasi","Paduahon, indikator Hapogoson Na Diabakhon Tangi Maradophon kondisi Hapogoson lokal, Parti, Dohot Ndada Bulus dimodifikasi"
Hal ini disebabkan oleh lemahnya metodologi dan minimnya pelatihan bagi para personel,Bongka On Dibahen Angkup lemahnya metodologi Dohot minimnya pelatihan Sagi Ni personel
Informasi tingkat desa diperoleh dengan menggunakan daftar kontrol terstruktur.,Informasi Tingkat Lumban Didapot Dohot Mamangke Surat Pareso terstruktur.
Ada beberapa perbedaan utama antara CBMS dan sistem pemantauan kemiskinan yang bersifat tradisional,Isi Pigapiga Parasingan Lopok Holangholang CBMS Dohot sistem Gopgopan Hapogoson Na Marbangko tradisional
"Ketiga, CBMS peka terhadap kondisi-kondisi yang bersifat lokal","Patoluhon, CBMS Tangi Maradophon kondisi-kondisi Na Marbangko lokal"
Hal ini penting karena kondisi kemiskinan seringkali berbeda bergantung pada kondisi lokalnya,Bongka On Ringkot Alani kondisi Hapogoson seringkali Pinjil Marraungraung Di kondisi lokalnya
"Karena alasan tersebut di atas, sejak krisis 1997 pentingnya mekanisme penetapan sasaran yang sesuai telah mendapat perhatian","Alani Sidalian tersebut I Ginjang, Mula Haleon 1997 Porludo mekanisme penetapan Situjuon Na Une Nunga Taruli Marbinereng"
Informasi ini akan sangat penting untuk meningkatkan penetapan keakuratan sasaran program penanggulangan kemiskinan,Informasi On Naeng Sai Ringkot Di Patuginjang penetapan keakuratan Situjuon Ruhutruhut penanggulangan Hapogoson
"Dengan demikian, aparat pemerintah dapat membuat pemeringkatan keluarga di suatu desa yang didasarkan pada kesejahteraannya","Dohot Alai, aparat Pamarenta Dohar Mambaen pemeringkatan Tondong I Disada Lumban Na didasarkan Di Pangabakanna"
"Pertama, BKKBN berpengalaman dalam melakukan sensus tingkat rumah tangga","Parjolo, BKKBN Marbitik Bagas Padalanhon sensus Tingkat Jabu Balatuk"
Setiap rumah tangga di desa-desa tersebut didata,Be Jabu Balatuk I Lumban tersebut didata
Keluhan umum terhadap data BKKBN adalah bahwa data ini dapat dengan mudah disabotase,Arsak Boa Maradophon data BKKBN Adongma Ima data On Dohar Dohot Bulus disabotase
DESA CBMS Proyek uji coba CBMS terbatas hanya di provinsi-provinsi di Pulau Jawa,Lumban CBMS Proyek Antik Suba CBMS Hapalang Holan I provinsi-provinsi I Pulo Jaua
"Singkatnya, data dan metode pemrosesan yang kami pakai menjamin sabotase data menjadi lebih sulit dan hasilnya lebih objektif","Singkatnya, data Dohot metode pemrosesan Na Hami Pangke Manghangkung sabotase data Jala Lobi Gogot Dohot Gogona Lobi objektif"
Jarak dari ibu kota kabupaten ke kecamatan yang terpilih juga dipertimbangkan,Holang Sian Ina Kota Kabupaten Tu kecamatan Na Tarpillit Musem Dirajumi
Sampel tidak dimaksudkan menjadi representatif kabupaten atau kecamatan,Sampel Ndada dimaksudkan Jala representatif Kabupaten Manang kecamatan
Kabupaten pertama adalah Cianjur di Jawa Barat dan lainnya adalah Demak di Jawa Tengah,Kabupaten Parjolo Adongma Cianjur I Jaua Pastina Dohot Habalian Adongma Delmek I Jaua Tonga
"Di hampir semua desa di Indonesia, BKKBN memiliki kader di tingkat RT yang masih terus mengumpulkan data BKKBN setiap tahun","I Giot Luhut Lumban I Indonesia, BKKBN Mangarihon kader I Tingkat RT Na Nari Torus Papunguhon data BKKBN Be Taon"
"Akan tetapi, kendala pengumpulan data tersebut telah diakui secara luas","Naeng Alai, Abat pengumpulan data tersebut Nunga Dirajumi Sasara Bolak"
Informasi dasar pada setiap desa ini dapat dilihat dalam Tabel IV.2,Informasi Bingkas Di Be Lumban On Dohar Ditatap Bagas Tabel IV.2
Satu kecamatan berjarak jauh dari ibu kota kabupaten dan satu kecamatan lainnya berjarak dekat,Sada kecamatan Rangkak Tais Sian Ina Kota Kabupaten Dohot Sada kecamatan Habalian Rangkak Jonok
"Dari setiap kabupaten, dipilih dua kecamatan dan di setiap kecamatan dipilih satu desa, hingga berjumlah empat desa","Sian Be Kabupaten, Dipillit Dua kecamatan Dohot I Be kecamatan Dipillit Sada Lumban, Sondot Sagodang Opat Lumban"
Desa-desa terpilih di Cianjur adalah Desa Parakantugu di Kecamatan Cijati dan Desa Cibulakan di Kecamatan Cugenang,Lumban Tarpillit I Cianjur Adongma Lumban Parakantugu I Kecamatan Cijati Dohot Lumban Cibulakan I Kecamatan Cugenang
Analisisnya bersumbu pada tingkat keluarga dan variabel yang digunakan dapat dilihat pada Tabel V.1,Analisisnya Marsumbu Di Tingkat Tondong Dohot variabel Na Digunahon Dohar Ditatap Di Tabel V.1
Sementara desa yang terpilih di Demak adalah Desa Jungpasir di Kecamatan Wedung dan Desa Kedondong di Kecamatan Demak,Santokin Lumban Na Tarpillit I Delmek Adongma Lumban Jungpasir I Kecamatan Wedung Dohot Lumban Kadondong I Kecamatan Delmek
Hasil-hasil PCA didiskusikan secara terpisah untuk setiap desa pada Bagian VIII hingga XI,Omo PCA didiskusikan Sasara Tarsirang Di Be Lumban Di Jambar VIII Sondot XI
Keuntungan utama penggunaan PCA adalah bahwa metode ini memperkenankan penentuan indikator kemiskinan yang berkarakteristik lokal,Parlabaan Lopok penggunaan PCA Adongma Ima metode On memperkenankan Panontuan indikator Hapogoson Na berkarakteristik lokal
"Desa ini dikelompokan dalam blok, dengan masing-masing bloknya terdapat satu RT atau terdiri atas 60 rumah","Lumban On dikelompokan Bagas blok, Dohot masing-masing bloknya Tardapot Sada RT Manang terdiri Ginjang Onompulu Jabu"
"Lebih lagi, tidak tersedia fasilitas pendidikan nonformal","Lobi Muse, Ndada Ture fasilitas Parsiajaran nonformal"
Akses keluar dan masuk desa cukup memadai,Akses Huduru Dohot Masuk Lumban Ris memadai
"Dengan demikian, jalan ini dapat dilalui setiap tahun","Dohot Alai, Dalan On Dohar Dibolus Be Taon"
SLTP terdekat berjarak 3 km dari desa ini dan SLTA terdekat berjarak 5 km,SLTP Jumonok Rangkak Tolu km Sian Lumban On Dohot SLTA Jumonok Rangkak Lima km
"Sementara itu, fasilitas pendidikan tinggi terdekat berjarak 8 km, dekat pusat kota","Santokin Ido, fasilitas Parsiajaran Timbo Jumonok Rangkak Ualu km, Jonok Pusok Kota"
"Terlebih lagi, obat-obatan tanpa resep dokter pun tersedia di kios-kios kecil di seluruh desa","Tarlobi Muse, Ubat Sopola Ramuan Pandaoni Pe Ture I Kode Metmet I Sandok Lumban"
"Sebaliknya, hampir semua anggota masyarakatnya mengkonsumsi air minum dari PAM","Dibaliknii, Giot Luhut Ruas masyarakatnya mengkonsumsi Aek Inum Sian PAM"
"Singkatnya, ini merupakan jenis jalan yang berada satu tingkat di bawah jalan beraspal","Singkatnya, On merupakan Ragam Dalan Na Maradong Sada Tingkat I Toru Dalan beraspal"
"Transportasi umum seperti minibus dan ojek tersedia setiap hari, sedikitnya selama 8 jam","Transportasi Boa Tudos minibus Dohot ojek Ture Be Ari, Saotikdo Saleleng Ualu Pungkul"
Bank resmi yang tersedia di desa ini adalah bank milik pemerintah,Bank Ojak Na Ture I Lumban On Adongma bank Ugasan Pamarenta
"Dalam hal sanitasi, kebanyakan warga masyarakatnya memanfaatkan air sungai di sebelah barat desa untuk mandi","Bagas Bongka sanitasi, Pagodanghu Pangisinihuta masyarakatnya Mamparhaseanghon Aek Binanga I Sambola Pastina Lumban Di Martapian"
Terdapat dua jalan utama yang menuju ke Desa Jungpasir,Tardapot Dua Dalan Lopok Na Pareakhon Tu Lumban Jungpasir
"DESA JUNGPASIR Desa Jungpasir adalah satu di antara 20 desa di Kecamatan Wedung, di Kabupaten Demak","Lumban JUNGPASIR Lumban Jungpasir Adongma Sada I Holangholang Duapulu Lumban I Kecamatan Wedung, I Kabupaten Delmek"
Desa ini berjarak 25 km dari kota kabupaten dan sekitar 15 km dari kota kecamatan,Lumban On Rangkak Duapululima km Sian Kota Kabupaten Dohot Lambung Sampululima km Sian Kota kecamatan
Alternatif jalan lainnya adalah melewati ibu kota Kecamatan Wedung,Alternatif Dalan Habalian Adongma Mamolus Ina Kota Kecamatan Wedung
"Namun, di desa ini tidak terdapat kantor pos, dan kantor pos terdekat berjarak 6 km dari desa","Alai, I Lumban On Ndada Tardapot Kantor Pos, Dohot Kantor Pos Jumonok Rangkak Onom km Sian Lumban"
"Kondisi jalan di sisi Jepara terawat dengan baik, sangat berbeda dengan kondisi jalan di Demak","Kondisi Dalan I Lambung Jepara terawat Dohot Denggan, Sai Pinjil Dohot kondisi Dalan I Delmek"
Jenis pekerjaan lain adalah berjualan makanan dan buah,Ragam Ulaon Asing Adongma Martigatiga Panganon Dohot Parbue
"Sebagian luasnya diperuntukan bagi fasilitas umum, fasilitas keagamaan, tanah kuburan, dan lain-lain","Deba luasnya diperuntukan Sagi fasilitas Boa, fasilitas Haugamoon, Tano Tanoman, Dohot Asing"
Ini membuat jarak tempuh dari ibu kota Demak ke Jungpasir hanya memerlukan satu jam,On Mambaen Holang Dalani Sian Ina Kota Delmek Tu Jungpasir Holan Mamorluhon Sada Pungkul
"Untuk sumber penerangan, setiap rumah mendapat pasokan listrik dari PLN","Di Asal Palito, Be Jabu Taruli pasokan Listirik Sian PLN"
"Namun, waktu perjalanan yang ditempuh menjadi lebih panjang, yakni lebih dari dua jam karena parahnya kondisi jalan","Alai, Tingki Pardalanan Na Didalani Jala Lobi Ganjang, yakni Lobi Sian Dua Pungkul Alani parahnya kondisi Dalan"
Kebanyakan warga juga telah memiliki WC pribadi,Pagodanghu Pangisinihuta Musem Nunga Mangarihon WC Diri
"Di samping itu, ada juga dua dukun beranak","I Lambung Ido, Isi Musem Dua Datu Maranak"
Luas wilayah pemukiman hanya mencakupi 30 hektare dan dikelompokkan di area sepanjang jalan utama desa,Bolak Luat Sosor Holan mencakupi Tolupulu hektare Dohot dikelompokkan I area Andorang Dalan Lopok Lumban
"Meski demikian, terdapat enam wartel di desa tersebut","Nang Alai, Tardapot Onom wartel I Lumban tersebut"
"Kebanyakan warga masyarakat yang bekerja di sektor ini melakukan dagangnya di Demak, Jepara dan bahkan Jakarta","Pagodanghu Pangisinihuta Masarakat Na Markarejo I sektor On Padalanhon dagangnya I Delmek, Jepara Dohot Gari Jakarta"
"Meski demikian, masih ada beberapa warga yang memanfaatkan air sungai atau WC milik tetangganya","Nang Alai, Nari Isi Pigapiga Pangisinihuta Na Mamparhaseanghon Aek Binanga Manang WC Ugasan Lambungna"
"Untuk desa yang terletak jauh dari ibu kota kabupaten, fasilitas pendidikan umumnya telah tersedia","Di Lumban Na Ampe Tais Sian Ina Kota Kabupaten, fasilitas Parsiajaran umumnya Nunga Ture"
Satu-satunya fasilitas kesehatan yang tersedia adalah poliklinik umum yang dilayani seorang bidan dan seorang perawat,Sada fasilitas Hahipason Na Ture Adongma poliklinik Boa Na Dihobasi Sahalak Sibaso Dohot Sahalak Parorot
"Fasilitas umum yang lain seperti pasar, kantor pos, bank belum tersedia di desa tersebut","Fasilitas Boa Na Asing Tudos Onan, Kantor Pos, bank Ndangdope Ture I Lumban tersebut"
"Akan halnya fasilitas telekomunikasi, segelintir kecil warga masyarakat memiliki sambungan telepon sendiri","Naeng halnya fasilitas telekomunikasi, Saotik Metmet Pangisinihuta Masarakat Mangarihon sambungan Talipon Sadasa"
